section,unit,exercise,unit_exercise,level
verben,trennbare_verben,19,trennbare_verben 19,B2
verben,trennbare_verben,20,trennbare_verben 20,B2
verben,trennbare_verben,21,trennbare_verben 21,B2
verben,trennbare_verben,22,trennbare_verben 22,B2
verben,trennbare_verben,23,trennbare_verben 23,B2
verben,trennbare_verben,24,trennbare_verben 24,B2
verben,trennbare_verben,25,trennbare_verben 25,B2
verben,trennbare_verben,26,trennbare_verben 26,B2
verben,trennbare_verben,27,trennbare_verben 27,B2
verben,trennbare_verben,28,trennbare_verben 28,B2
verben,trennbare_verben,29,trennbare_verben 29,B2
verben,trennbare_verben,30,trennbare_verben 30,B2
verben,trennbare_verben,31,trennbare_verben 31,C1
verben,trennbare_verben,32,trennbare_verben 32,C1
verben,trennbare_verben,33,trennbare_verben 33,C1
verben,trennbare_verben,34,trennbare_verben 34,C1
verben,trennbare_verben,35,trennbare_verben 35,C1
verben,trennbare_verben,36,trennbare_verben 36,C1
verben,trennbare_verben,37,trennbare_verben 37,C1
verben,trennbare_verben,38,trennbare_verben 38,C1
verben,trennbare_verben,39,trennbare_verben 39,C1
verben,trennbare_verben,40,trennbare_verben 40,C1
verben,trennbare_verben,41,trennbare_verben 41,C1
verben,trennbare_verben,42,trennbare_verben 42,C1
verben,trennbare_verben,43,trennbare_verben 43,C1
verben,trennbare_verben,44,trennbare_verben 44,C1
verben,trennbare_verben,45,trennbare_verben 45,C1
verben,trennbare_verben,46,trennbare_verben 46,C1
verben,trennbare_verben,47,trennbare_verben 47,C1
verben,trennbare_verben,48,trennbare_verben 48,C1
verben,trennbare_verben,49,trennbare_verben 49,C1
verben,trennbare_verben,50,trennbare_verben 50,C1
verben,trennbare_verben,51,trennbare_verben 51,C1
verben,trennbare_verben,52,trennbare_verben 52,C1
verben,trennbare_verben,53,trennbare_verben 53,C1
verben,trennbare_verben,54,trennbare_verben 54,C1
verben,trennbare_verben,55,trennbare_verben 55,C1
verben,trennbare_verben,56,trennbare_verben 56,C1
verben,trennbare_verben,57,trennbare_verben 57,C1
verben,trennbare_verben,58,trennbare_verben 58,C1
verben,trennbare_verben,59,trennbare_verben 59,C1
verben,trennbare_verben,60,trennbare_verben 60,C1
verben,trennbare_verben,61,trennbare_verben 61,C1
verben,trennbare_verben,62,trennbare_verben 62,C1
verben,trennbare_verben,63,trennbare_verben 63,C1
verben,trennbare_verben,64,trennbare_verben 64,C1
verben,trennbare_verben,65,trennbare_verben 65,C1
verben,trennbare_verben,66,trennbare_verben 66,C1
verben,trennbare_verben,67,trennbare_verben 67,C1
verben,trennbare_verben,68,trennbare_verben 68,C1
verben,trennbare_verben,69,trennbare_verben 69,C1
verben,trennbare_verben,70,trennbare_verben 70,C1
verben,nomen_verben_verbindungen,1,nomen_verben_verbindungen 1,B1
verben,nomen_verben_verbindungen,2,nomen_verben_verbindungen 2,B1
verben,nomen_verben_verbindungen,3,nomen_verben_verbindungen 3,B1
verben,nomen_verben_verbindungen,4,nomen_verben_verbindungen 4,B1
verben,nomen_verben_verbindungen,5,nomen_verben_verbindungen 5,B2
verben,nomen_verben_verbindungen,6,nomen_verben_verbindungen 6,B2
verben,nomen_verben_verbindungen,7,nomen_verben_verbindungen 7,B2
verben,nomen_verben_verbindungen,8,nomen_verben_verbindungen 8,B2
verben,nomen_verben_verbindungen,9,nomen_verben_verbindungen 9,B2
verben,nomen_verben_verbindungen,10,nomen_verben_verbindungen 10,B2
verben,nomen_verben_verbindungen,11,nomen_verben_verbindungen 11,B2
verben,nomen_verben_verbindungen,12,nomen_verben_verbindungen 12,B2
verben,nomen_verben_verbindungen,13,nomen_verben_verbindungen 13,B2
verben,nomen_verben_verbindungen,14,nomen_verben_verbindungen 14,B2
verben,nomen_verben_verbindungen,15,nomen_verben_verbindungen 15,B2
verben,nomen_verben_verbindungen,16,nomen_verben_verbindungen 16,B2
verben,nomen_verben_verbindungen,17,nomen_verben_verbindungen 17,C1
verben,nomen_verben_verbindungen,18,nomen_verben_verbindungen 18,C1
verben,nomen_verben_verbindungen,19,nomen_verben_verbindungen 19,C1
verben,nomen_verben_verbindungen,20,nomen_verben_verbindungen 20,C1
verben,nomen_verben_verbindungen,21,nomen_verben_verbindungen 21,C1
verben,nomen_verben_verbindungen,22,nomen_verben_verbindungen 22,C1
verben,nomen_verben_verbindungen,23,nomen_verben_verbindungen 23,C1
verben,nomen_verben_verbindungen,24,nomen_verben_verbindungen 24,C1
verben,nomen_verben_verbindungen,25,nomen_verben_verbindungen 25,C1
verben,nomen_verben_verbindungen,26,nomen_verben_verbindungen 26,C1
verben,nomen_verben_verbindungen,27,nomen_verben_verbindungen 27,C1
verben,nomen_verben_verbindungen,28,nomen_verben_verbindungen 28,C1
verben,nomen_verben_verbindungen,29,nomen_verben_verbindungen 29,C1
verben,nomen_verben_verbindungen,30,nomen_verben_verbindungen 30,C1
verben,nomen_verben_verbindungen,31,nomen_verben_verbindungen 31,C1
verben,nomen_verben_verbindungen,32,nomen_verben_verbindungen 32,C1
konjugation,praesens,1,praesens 1,A1
konjugation,praesens,2,praesens 2,A1
konjugation,praesens,3,praesens 3,A1
konjugation,praesens,4,praesens 4,A1
konjugation,praesens,5,praesens 5,A1
konjugation,praesens,6,praesens 6,A1
konjugation,praesens,7,praesens 7,A1
konjugation,praesens,8,praesens 8,A1
konjugation,praesens,9,praesens 9,A1
konjugation,praesens,10,praesens 10,A1
konjugation,praesens,11,praesens 11,A1
konjugation,praesens,12,praesens 12,A1
konjugation,praesens,13,praesens 13,A1
konjugation,praesens,14,praesens 14,A1
konjugation,praesens,15,praesens 15,A1
konjugation,praesens,16,praesens 16,A1
konjugation,praesens,17,praesens 17,A1
konjugation,praesens,18,praesens 18,A1
konjugation,praesens,19,praesens 19,A1
konjugation,praesens,20,praesens 20,A1
konjugation,praesens,21,praesens 21,A2
konjugation,praesens,22,praesens 22,A2
konjugation,praesens,23,praesens 23,A2
konjugation,praesens,24,praesens 24,A2
konjugation,praesens,25,praesens 25,A2
konjugation,praesens,26,praesens 26,A2
konjugation,praesens,27,praesens 27,A2
konjugation,praesens,28,praesens 28,A2
konjugation,praesens,29,praesens 29,A2
konjugation,praesens,30,praesens 30,A2
konjugation,praesens,31,praesens 31,A2
konjugation,praesens,32,praesens 32,A2
konjugation,praesens,33,praesens 33,A2
konjugation,praesens,34,praesens 34,A2
konjugation,praesens,35,praesens 35,A2
konjugation,praesens,36,praesens 36,A2
konjugation,praesens,37,praesens 37,A2
konjugation,praesens,38,praesens 38,A2
konjugation,praesens,39,praesens 39,A2
konjugation,praesens,40,praesens 40,A2
konjugation,partizip_II,1,partizip_II 1,A1
konjugation,partizip_II,2,partizip_II 2,A1
konjugation,partizip_II,3,partizip_II 3,A1
konjugation,partizip_II,4,partizip_II 4,A1
konjugation,partizip_II,5,partizip_II 5,A1
konjugation,partizip_II,6,partizip_II 6,A1
konjugation,partizip_II,7,partizip_II 7,A1
konjugation,partizip_II,8,partizip_II 8,A2
konjugation,partizip_II,9,partizip_II 9,A2
konjugation,partizip_II,10,partizip_II 10,A2
konjugation,partizip_II,11,partizip_II 11,A2
konjugation,partizip_II,12,partizip_II 12,A2
konjugation,partizip_II,13,partizip_II 13,A2
konjugation,partizip_II,14,partizip_II 14,A2
konjugation,partizip_II,15,partizip_II 15,B1
konjugation,partizip_II,16,partizip_II 16,B1
konjugation,partizip_II,17,partizip_II 17,B1
konjugation,partizip_II,18,partizip_II 18,B1
konjugation,partizip_II,19,partizip_II 19,B1
konjugation,partizip_II,20,partizip_II 20,B1
konjugation,partizip_II,21,partizip_II 21,B1
konjugation,partizip_II,22,partizip_II 22,B1
konjugation,partizip_II,23,partizip_II 23,B1
konjugation,partizip_II,24,partizip_II 24,B1
konjugation,partizip_II,25,partizip_II 25,B1
konjugation,partizip_II,26,partizip_II 26,B1
konjugation,partizip_II,27,partizip_II 27,B1
konjugation,partizip_II,28,partizip_II 28,B2
konjugation,partizip_II,29,partizip_II 29,B2
konjugation,partizip_II,30,partizip_II 30,B2
konjugation,partizip_II,31,partizip_II 31,B2
konjugation,partizip_II,32,partizip_II 32,B2
konjugation,partizip_II,33,partizip_II 33,B2
konjugation,partizip_II,34,partizip_II 34,B2
konjugation,partizip_II,35,partizip_II 35,B2
konjugation,partizip_II,36,partizip_II 36,B2
konjugation,partizip_II,37,partizip_II 37,B2
konjugation,partizip_II,38,partizip_II 38,B2
konjugation,partizip_II,39,partizip_II 39,B2
konjugation,partizip_II,40,partizip_II 40,B2
konjugation,partizip_II,41,partizip_II 41,C1
konjugation,partizip_II,42,partizip_II 42,C1
konjugation,partizip_II,43,partizip_II 43,C1
konjugation,partizip_II,44,partizip_II 44,C1
konjugation,partizip_II,45,partizip_II 45,C1
konjugation,partizip_II,46,partizip_II 46,C1
konjugation,partizip_II,47,partizip_II 47,C1
konjugation,partizip_II,48,partizip_II 48,C1
konjugation,partizip_II,49,partizip_II 49,C1
konjugation,partizip_II,50,partizip_II 50,C1
konjugation,partizip_II,51,partizip_II 51,C1
konjugation,partizip_II,52,partizip_II 52,C1
konjugation,partizip_II,53,partizip_II 53,C1
konjugation,partizip_II,54,partizip_II 54,C1
konjugation,partizip_II,55,partizip_II 55,C1
konjugation,partizip_II,56,partizip_II 56,C1
konjugation,partizip_II,57,partizip_II 57,C1
konjugation,partizip_II,58,partizip_II 58,C1
konjugation,partizip_II,59,partizip_II 59,C1
konjugation,partizip_II,60,partizip_II 60,C1
konjugation,partizip_II,61,partizip_II 61,C1
konjugation,partizip_II,62,partizip_II 62,C1
konjugation,partizip_II,63,partizip_II 63,C1
konjugation,partizip_II,64,partizip_II 64,C1
konjugation,partizip_II,65,partizip_II 65,C1
konjugation,partizip_II,66,partizip_II 66,C1
konjugation,praeteritum,1,praeteritum 1,A2
konjugation,praeteritum,2,praeteritum 2,B1
konjugation,praeteritum,3,praeteritum 3,B1
konjugation,praeteritum,4,praeteritum 4,B1
konjugation,praeteritum,5,praeteritum 5,B1
konjugation,praeteritum,6,praeteritum 6,B1
konjugation,praeteritum,7,praeteritum 7,B1
konjugation,praeteritum,8,praeteritum 8,B1
konjugation,praeteritum,9,praeteritum 9,B1
konjugation,praeteritum,10,praeteritum 10,B1
konjugation,praeteritum,11,praeteritum 11,B1
konjugation,praeteritum,12,praeteritum 12,B1
konjugation,praeteritum,13,praeteritum 13,B1
konjugation,praeteritum,14,praeteritum 14,B1
konjugation,praeteritum,15,praeteritum 15,B1
konjugation,praeteritum,16,praeteritum 16,B2
konjugation,praeteritum,17,praeteritum 17,B2
konjugation,praeteritum,18,praeteritum 18,B2
konjugation,praeteritum,19,praeteritum 19,B2
konjugation,praeteritum,20,praeteritum 20,B2
konjugation,praeteritum,21,praeteritum 21,B2
konjugation,praeteritum,22,praeteritum 22,B2
konjugation,praeteritum,23,praeteritum 23,B2
konjugation,praeteritum,24,praeteritum 24,B2
konjugation,praeteritum,25,praeteritum 25,B2
konjugation,praeteritum,26,praeteritum 26,B2
konjugation,praeteritum,27,praeteritum 27,B2
konjugation,praeteritum,28,praeteritum 28,B2
konjugation,praeteritum,29,praeteritum 29,C1
konjugation,praeteritum,30,praeteritum 30,C1
konjugation,praeteritum,31,praeteritum 31,C1
konjugation,praeteritum,32,praeteritum 32,C1
konjugation,praeteritum,33,praeteritum 33,C1
konjugation,praeteritum,34,praeteritum 34,C1
konjugation,praeteritum,35,praeteritum 35,C1
konjugation,praeteritum,36,praeteritum 36,C1
konjugation,praeteritum,37,praeteritum 37,C1
konjugation,praeteritum,38,praeteritum 38,C1
konjugation,praeteritum,39,praeteritum 39,C1
konjugation,praeteritum,40,praeteritum 40,C1
konjugation,praeteritum,41,praeteritum 41,C1
konjugation,praeteritum,42,praeteritum 42,C1
konjugation,praeteritum,43,praeteritum 43,C1
konjugation,praeteritum,44,praeteritum 44,C1
konjugation,praeteritum,45,praeteritum 45,C1
konjugation,praeteritum,46,praeteritum 46,C1
konjugation,praeteritum,47,praeteritum 47,C1
konjugation,praeteritum,48,praeteritum 48,C1
konjugation,praeteritum,49,praeteritum 49,C1
konjugation,praeteritum,50,praeteritum 50,C1
konjugation,praeteritum,51,praeteritum 51,C1
konjugation,praeteritum,52,praeteritum 52,C1
konjugation,praeteritum,53,praeteritum 53,C1
konjugation,praeteritum,54,praeteritum 54,C1
konjugation,praeteritum,55,praeteritum 55,C1
konjugation,praeteritum,56,praeteritum 56,C1
konjugation,praeteritum,57,praeteritum 57,C1
konjugation,praeteritum,58,praeteritum 58,C1
konjugation,praeteritum,59,praeteritum 59,C1
konjugation,praeteritum,60,praeteritum 60,C1
konjugation,praeteritum,61,praeteritum 61,C1
konjugation,praeteritum,62,praeteritum 62,C1
konjugation,praeteritum,63,praeteritum 63,C1
konjugation,praeteritum,64,praeteritum 64,C1
konjugation,praeteritum,65,praeteritum 65,C1
konjugation,praeteritum,66,praeteritum 66,C1
konjugation,praeteritum,67,praeteritum 67,C1
konjugation,praeteritum_partizip_II,1,praeteritum_partizip_II 1,B1
konjugation,praeteritum_partizip_II,2,praeteritum_partizip_II 2,B1
konjugation,praeteritum_partizip_II,3,praeteritum_partizip_II 3,B1
konjugation,praeteritum_partizip_II,4,praeteritum_partizip_II 4,B1
konjugation,praeteritum_partizip_II,5,praeteritum_partizip_II 5,B1
konjugation,praeteritum_partizip_II,6,praeteritum_partizip_II 6,B1
konjugation,praeteritum_partizip_II,7,praeteritum_partizip_II 7,B1
konjugation,praeteritum_partizip_II,8,praeteritum_partizip_II 8,B1
konjugation,praeteritum_partizip_II,9,praeteritum_partizip_II 9,B1
konjugation,praeteritum_partizip_II,10,praeteritum_partizip_II 10,B1
konjugation,praeteritum_partizip_II,11,praeteritum_partizip_II 11,B1
konjugation,praeteritum_partizip_II,12,praeteritum_partizip_II 12,B1
konjugation,praeteritum_partizip_II,13,praeteritum_partizip_II 13,B1
konjugation,praeteritum_partizip_II,14,praeteritum_partizip_II 14,B1
konjugation,praeteritum_partizip_II,15,praeteritum_partizip_II 15,B2
konjugation,praeteritum_partizip_II,16,praeteritum_partizip_II 16,B2
konjugation,praeteritum_partizip_II,17,praeteritum_partizip_II 17,B2
konjugation,praeteritum_partizip_II,18,praeteritum_partizip_II 18,B2
konjugation,praeteritum_partizip_II,19,praeteritum_partizip_II 19,B2
konjugation,praeteritum_partizip_II,20,praeteritum_partizip_II 20,B2
konjugation,praeteritum_partizip_II,21,praeteritum_partizip_II 21,B2
konjugation,praeteritum_partizip_II,22,praeteritum_partizip_II 22,B2
konjugation,praeteritum_partizip_II,23,praeteritum_partizip_II 23,B2
konjugation,praeteritum_partizip_II,24,praeteritum_partizip_II 24,B2
konjugation,praeteritum_partizip_II,25,praeteritum_partizip_II 25,B2
konjugation,praeteritum_partizip_II,26,praeteritum_partizip_II 26,B2
konjugation,praeteritum_partizip_II,27,praeteritum_partizip_II 27,B2
konjugation,praeteritum_partizip_II,28,praeteritum_partizip_II 28,C1
konjugation,praeteritum_partizip_II,29,praeteritum_partizip_II 29,C1
konjugation,praeteritum_partizip_II,30,praeteritum_partizip_II 30,C1
konjugation,praeteritum_partizip_II,31,praeteritum_partizip_II 31,C1
konjugation,praeteritum_partizip_II,32,praeteritum_partizip_II 32,C1
konjugation,praeteritum_partizip_II,33,praeteritum_partizip_II 33,C1
konjugation,praeteritum_partizip_II,34,praeteritum_partizip_II 34,C1
konjugation,praeteritum_partizip_II,35,praeteritum_partizip_II 35,C1
konjugation,praeteritum_partizip_II,36,praeteritum_partizip_II 36,C1
konjugation,praeteritum_partizip_II,37,praeteritum_partizip_II 37,C1
konjugation,praeteritum_partizip_II,38,praeteritum_partizip_II 38,C1
konjugation,praeteritum_partizip_II,39,praeteritum_partizip_II 39,C1
konjugation,praeteritum_partizip_II,40,praeteritum_partizip_II 40,C1
konjugation,praeteritum_partizip_II,41,praeteritum_partizip_II 41,C1
konjugation,praeteritum_partizip_II,42,praeteritum_partizip_II 42,C1
konjugation,praeteritum_partizip_II,43,praeteritum_partizip_II 43,C1
konjugation,praeteritum_partizip_II,44,praeteritum_partizip_II 44,C1
konjugation,praeteritum_partizip_II,45,praeteritum_partizip_II 45,C1
konjugation,praeteritum_partizip_II,46,praeteritum_partizip_II 46,C1
konjugation,praeteritum_partizip_II,47,praeteritum_partizip_II 47,C1
konjugation,praeteritum_partizip_II,48,praeteritum_partizip_II 48,C1
konjugation,praeteritum_partizip_II,49,praeteritum_partizip_II 49,C1
konjugation,praeteritum_partizip_II,50,praeteritum_partizip_II 50,C1
konjugation,praeteritum_partizip_II,51,praeteritum_partizip_II 51,C1
konjugation,praeteritum_partizip_II,52,praeteritum_partizip_II 52,C1
konjugation,praeteritum_partizip_II,53,praeteritum_partizip_II 53,C1
konjugation,praeteritum_partizip_II,54,praeteritum_partizip_II 54,C1
konjugation,praeteritum_partizip_II,55,praeteritum_partizip_II 55,C1
konjugation,praeteritum_partizip_II,56,praeteritum_partizip_II 56,C1
konjugation,praeteritum_partizip_II,57,praeteritum_partizip_II 57,C1
konjugation,praeteritum_partizip_II,58,praeteritum_partizip_II 58,C1
konjugation,praeteritum_partizip_II,59,praeteritum_partizip_II 59,C1
konjugation,praeteritum_partizip_II,60,praeteritum_partizip_II 60,C1
konjugation,praeteritum_partizip_II,61,praeteritum_partizip_II 61,C1
konjugation,praeteritum_partizip_II,62,praeteritum_partizip_II 62,C1
konjugation,praeteritum_partizip_II,63,praeteritum_partizip_II 63,C1
konjugation,praeteritum_partizip_II,64,praeteritum_partizip_II 64,C1
konjugation,praeteritum_partizip_II,65,praeteritum_partizip_II 65,C1
konjugation,praeteritum_partizip_II,66,praeteritum_partizip_II 66,C1
konjugation,imperativ,1,imperativ 1,A1
konjugation,imperativ,2,imperativ 2,A1
konjugation,imperativ,3,imperativ 3,A1
konjugation,imperativ,4,imperativ 4,A1
konjugation,imperativ,5,imperativ 5,A1
konjugation,imperativ,6,imperativ 6,A1
konjugation,imperativ,7,imperativ 7,A2
konjugation,imperativ,8,imperativ 8,A2
konjugation,imperativ,9,imperativ 9,A2
konjugation,imperativ,10,imperativ 10,A2
konjugation,imperativ,11,imperativ 11,A2
konjugation,imperativ,12,imperativ 12,A2
konjugation,konjunktiv_II,1,konjunktiv_II 1,A2
konjugation,konjunktiv_I,1,konjunktiv_I 1,B2
konjugation,konjunktiv_I,2,konjunktiv_I 2,B2
konjugation,konjunktiv_I,3,konjunktiv_I 3,B2
konjugation,konjunktiv_I,4,konjunktiv_I 4,B2
konjugation,konjunktiv_I,5,konjunktiv_I 5,B2
konjugation,konjunktiv_I,6,konjunktiv_I 6,B2
konjugation,partizip_I,1,partizip_I 1,B1
konjugation,partizip_I,2,partizip_I 2,B1
konjugation,partizip_I,3,partizip_I 3,B1
konjugation,partizip_I,4,partizip_I 4,B1
konjugation,partizip_I,5,partizip_I 5,B1
wortstaemme,adjektive_nomen_wortstaemme,1,adjektive_nomen_wortstaemme 1,A2
wortstaemme,adjektive_nomen_wortstaemme,2,adjektive_nomen_wortstaemme 2,A2
wortstaemme,adjektive_nomen_wortstaemme,3,adjektive_nomen_wortstaemme 3,A2
wortstaemme,adjektive_nomen_wortstaemme,4,adjektive_nomen_wortstaemme 4,A2
wortstaemme,adjektive_nomen_wortstaemme,5,adjektive_nomen_wortstaemme 5,B1
wortstaemme,adjektive_nomen_wortstaemme,6,adjektive_nomen_wortstaemme 6,B1
wortstaemme,adjektive_nomen_wortstaemme,7,adjektive_nomen_wortstaemme 7,B1
wortstaemme,adjektive_nomen_wortstaemme,8,adjektive_nomen_wortstaemme 8,B1
wortstaemme,adjektive_nomen_wortstaemme,9,adjektive_nomen_wortstaemme 9,B2
wortstaemme,adjektive_nomen_wortstaemme,10,adjektive_nomen_wortstaemme 10,B2
wortstaemme,adjektive_nomen_wortstaemme,11,adjektive_nomen_wortstaemme 11,B2
wortstaemme,adjektive_nomen_wortstaemme,12,adjektive_nomen_wortstaemme 12,B2
wortstaemme,adjektive_nomen_wortstaemme,13,adjektive_nomen_wortstaemme 13,B2
wortstaemme,adjektive_nomen_wortstaemme,14,adjektive_nomen_wortstaemme 14,B2
wortstaemme,adjektive_nomen_wortstaemme,15,adjektive_nomen_wortstaemme 15,B2
wortstaemme,adjektive_nomen_wortstaemme,16,adjektive_nomen_wortstaemme 16,B2
wortstaemme,adjektive_nomen_wortstaemme,17,adjektive_nomen_wortstaemme 17,B2
wortstaemme,adjektive_nomen_wortstaemme,18,adjektive_nomen_wortstaemme 18,B2
wortstaemme,adjektive_verben_wortstaemme,1,adjektive_verben_wortstaemme 1,B1
wortstaemme,adjektive_verben_wortstaemme,2,adjektive_verben_wortstaemme 2,B1
wortstaemme,adjektive_verben_wortstaemme,3,adjektive_verben_wortstaemme 3,B1
wortstaemme,adjektive_verben_wortstaemme,4,adjektive_verben_wortstaemme 4,B1
wortstaemme,adjektive_verben_wortstaemme,5,adjektive_verben_wortstaemme 5,B2
wortstaemme,adjektive_verben_wortstaemme,6,adjektive_verben_wortstaemme 6,B2
wortstaemme,adjektive_verben_wortstaemme,7,adjektive_verben_wortstaemme 7,B2
wortstaemme,adjektive_verben_wortstaemme,8,adjektive_verben_wortstaemme 8,B2
wortstaemme,adjektive_verben_wortstaemme,9,adjektive_verben_wortstaemme 9,B2
wortstaemme,adjektive_verben_wortstaemme,10,adjektive_verben_wortstaemme 10,B2
wortstaemme,adjektive_verben_wortstaemme,11,adjektive_verben_wortstaemme 11,C1
wortstaemme,adjektive_verben_wortstaemme,12,adjektive_verben_wortstaemme 12,C1
wortstaemme,adjektive_verben_wortstaemme,13,adjektive_verben_wortstaemme 13,C1
wortstaemme,adjektive_verben_wortstaemme,14,adjektive_verben_wortstaemme 14,C1
wortstaemme,adjektive_verben_wortstaemme,15,adjektive_verben_wortstaemme 15,C1
wortstaemme,adjektive_verben_wortstaemme,16,adjektive_verben_wortstaemme 16,C1
wortstaemme,adjektive_verben_wortstaemme,17,adjektive_verben_wortstaemme 17,C1
wortstaemme,adjektive_verben_wortstaemme,18,adjektive_verben_wortstaemme 18,C1
wortstaemme,adjektive_verben_wortstaemme,19,adjektive_verben_wortstaemme 19,C1
wortstaemme,adjektive_verben_wortstaemme,20,adjektive_verben_wortstaemme 20,C1
wortstaemme,nomen_verben_wortstaemme,1,nomen_verben_wortstaemme 1,A1
wortstaemme,nomen_verben_wortstaemme,2,nomen_verben_wortstaemme 2,A1
wortstaemme,nomen_verben_wortstaemme,3,nomen_verben_wortstaemme 3,A2
wortstaemme,nomen_verben_wortstaemme,4,nomen_verben_wortstaemme 4,A2
wortstaemme,nomen_verben_wortstaemme,5,nomen_verben_wortstaemme 5,A2
wortstaemme,nomen_verben_wortstaemme,6,nomen_verben_wortstaemme 6,A2
wortstaemme,nomen_verben_wortstaemme,7,nomen_verben_wortstaemme 7,A2
wortstaemme,nomen_verben_wortstaemme,8,nomen_verben_wortstaemme 8,A2
wortstaemme,nomen_verben_wortstaemme,9,nomen_verben_wortstaemme 9,B1
wortstaemme,nomen_verben_wortstaemme,10,nomen_verben_wortstaemme 10,B1
wortstaemme,nomen_verben_wortstaemme,11,nomen_verben_wortstaemme 11,B1
wortstaemme,nomen_verben_wortstaemme,12,nomen_verben_wortstaemme 12,B1
wortstaemme,nomen_verben_wortstaemme,13,nomen_verben_wortstaemme 13,B1
wortstaemme,nomen_verben_wortstaemme,14,nomen_verben_wortstaemme 14,B1
wortstaemme,nomen_verben_wortstaemme,15,nomen_verben_wortstaemme 15,B1
wortstaemme,nomen_verben_wortstaemme,16,nomen_verben_wortstaemme 16,B1
wortstaemme,nomen_verben_wortstaemme,17,nomen_verben_wortstaemme 17,B1
wortstaemme,nomen_verben_wortstaemme,18,nomen_verben_wortstaemme 18,B1
wortstaemme,nomen_verben_wortstaemme,19,nomen_verben_wortstaemme 19,B1
wortstaemme,nomen_verben_wortstaemme,20,nomen_verben_wortstaemme 20,B1
wortstaemme,nomen_verben_wortstaemme,21,nomen_verben_wortstaemme 21,B1
wortstaemme,nomen_verben_wortstaemme,22,nomen_verben_wortstaemme 22,B1
wortstaemme,nomen_verben_wortstaemme,23,nomen_verben_wortstaemme 23,B1
wortstaemme,nomen_verben_wortstaemme,24,nomen_verben_wortstaemme 24,B1
wortstaemme,nomen_verben_wortstaemme,25,nomen_verben_wortstaemme 25,B1
wortstaemme,nomen_verben_wortstaemme,26,nomen_verben_wortstaemme 26,B1
wortstaemme,nomen_verben_wortstaemme,27,nomen_verben_wortstaemme 27,B1
wortstaemme,nomen_verben_wortstaemme,28,nomen_verben_wortstaemme 28,B1
wortstaemme,nomen_verben_wortstaemme,29,nomen_verben_wortstaemme 29,B2
wortstaemme,nomen_verben_wortstaemme,30,nomen_verben_wortstaemme 30,B2
wortstaemme,nomen_verben_wortstaemme,31,nomen_verben_wortstaemme 31,B2
wortstaemme,nomen_verben_wortstaemme,32,nomen_verben_wortstaemme 32,B2
wortstaemme,nomen_verben_wortstaemme,33,nomen_verben_wortstaemme 33,B2
wortstaemme,nomen_verben_wortstaemme,34,nomen_verben_wortstaemme 34,B2
wortstaemme,nomen_verben_wortstaemme,35,nomen_verben_wortstaemme 35,B2
wortstaemme,nomen_verben_wortstaemme,36,nomen_verben_wortstaemme 36,B2
wortstaemme,nomen_verben_wortstaemme,37,nomen_verben_wortstaemme 37,B2
wortstaemme,nomen_verben_wortstaemme,38,nomen_verben_wortstaemme 38,B2
wortstaemme,nomen_verben_wortstaemme,39,nomen_verben_wortstaemme 39,B2
wortstaemme,nomen_verben_wortstaemme,40,nomen_verben_wortstaemme 40,B2
wortstaemme,nomen_verben_wortstaemme,41,nomen_verben_wortstaemme 41,B2
wortstaemme,nomen_verben_wortstaemme,42,nomen_verben_wortstaemme 42,B2
wortstaemme,nomen_verben_wortstaemme,43,nomen_verben_wortstaemme 43,B2
wortstaemme,nomen_verben_wortstaemme,44,nomen_verben_wortstaemme 44,B2
wortstaemme,nomen_verben_wortstaemme,45,nomen_verben_wortstaemme 45,B2
wortstaemme,nomen_verben_wortstaemme,46,nomen_verben_wortstaemme 46,B2
wortstaemme,nomen_verben_wortstaemme,47,nomen_verben_wortstaemme 47,B2
wortstaemme,nomen_verben_wortstaemme,48,nomen_verben_wortstaemme 48,B2
wortstaemme,nomen_verben_wortstaemme,49,nomen_verben_wortstaemme 49,B2
wortstaemme,nomen_verben_wortstaemme,50,nomen_verben_wortstaemme 50,B2
wortstaemme,nomen_verben_wortstaemme,51,nomen_verben_wortstaemme 51,B2
wortstaemme,nomen_verben_wortstaemme,52,nomen_verben_wortstaemme 52,B2
wortstaemme,nomen_verben_wortstaemme,53,nomen_verben_wortstaemme 53,B2
wortstaemme,nomen_verben_wortstaemme,54,nomen_verben_wortstaemme 54,B2
wortstaemme,nomen_verben_wortstaemme,55,nomen_verben_wortstaemme 55,B2
wortstaemme,nomen_verben_wortstaemme,56,nomen_verben_wortstaemme 56,B2
wortstaemme,nomen_verben_wortstaemme,57,nomen_verben_wortstaemme 57,C1
wortstaemme,nomen_verben_wortstaemme,58,nomen_verben_wortstaemme 58,C1
wortstaemme,nomen_verben_wortstaemme,59,nomen_verben_wortstaemme 59,C1
wortstaemme,nomen_verben_wortstaemme,60,nomen_verben_wortstaemme 60,C1
wortstaemme,nomen_verben_wortstaemme,61,nomen_verben_wortstaemme 61,C1
wortstaemme,nomen_verben_wortstaemme,62,nomen_verben_wortstaemme 62,C1
wortstaemme,nomen_verben_wortstaemme,63,nomen_verben_wortstaemme 63,C1
wortstaemme,nomen_verben_wortstaemme,64,nomen_verben_wortstaemme 64,C1
wortstaemme,nomen_verben_wortstaemme,65,nomen_verben_wortstaemme 65,C1
wortstaemme,nomen_verben_wortstaemme,66,nomen_verben_wortstaemme 66,C1
